12|13|Mewah|12000|1
13|13|Biasa|100000|1
19|14|Biasa|100000|1
11|14|Lumayan Mewah|110000|1
13|14|Mewah|120000|1
14|14|Mewah banget|140000|1
15|14|Luar Biasa Mewah|150000|1
14|13|Lumayan mewah|11000000|1
15|13|Mewah banget|14000000|1
16|13|Luar Biasa mewah|170000000|1
34|12|Deluxe room|700|1
67|12|Suite Room|750|1
23|12|Presidential suite|1000|1
56|12|Premium|850000|1
0|0||8621600|1
0|0||8621600|1
0|0||8621600|1
0|0||8621696|1
0|0||8621696|1
0|0||8621696|1
0|0||8621744|1
0|0||8621744|1
0|0||8621840|1
0|0||8621888|1
0|0||8622608|1
0|0||8622704|1
0|0||8622944|1
0|0||8622944|1
0|0||8622944|1
0|0||8622944|1
0|0||8622944|1
0|0||8622992|1
0|0||8622992|1
0|0||8623424|1
0|0||8628272|1
0|0||8628272|1
0|0||8628368|1
0|0||8628368|1
0|0||8628368|1
0|0||8628464|1
0|0||8628512|1
0|0||8628560|1
0|0||8628752|1
0|0||8628800|1
0|0||8628800|1
0|0||8628848|1
0|0||8628848|1
0|0||8628848|1
0|0||8628896|1
0|0||8629040|1
0|0||8629280|1
0|0||8629280|1
0|0||8629328|1
0|0||8629328|1
0|0||8629424|1
0|0||8629424|1
0|0||8629904|1
0|0||8630048|1
0|0||8630192|1
0|0||8630192|1
0|0||8630192|1
0|0||12879712|1
0|0||12879760|1
0|0||12879904|1
0|0||12880000|1
0|0||12880048|1
0|0||12880240|1
0|0||12880240|1
0|0||12880288|1
0|0||12880528|1
0|0||12880528|1
0|0||12880576|1
0|0||12880576|1
0|0||12880576|1
0|0||12880624|1
0|0||12880768|1
0|0||12881056|1
0|0||12881104|1
0|0||12881200|1
0|0||12881200|1
0|0||12881200|1
0|0||12881200|1
0|0||12881248|1
0|0||12887872|1
0|0||12888016|1
0|0||12889360|1
0|0||12889360|1
0|0||12889408|1
0|0||12889408|1
0|0||12889552|1
0|0||12889552|1
0|0||12889552|1
0|0||12889792|1
0|0||12889792|1
0|0||12890656|1
0|0||12890800|1
0|0||12890896|1
0|0||12890896|1
0|0||12890896|1
0|0||12890944|1
0|0||12890992|1
0|0||12891040|1
0|0||12891088|1
0|0||12891232|1
0|0||12891328|1
0|0||12891328|1
0|0||12891328|1
0|0||12891328|1
0|0||12891328|1
0|0||12891376|1
